client_id,gender,birthdate,social,first,middle,last,phone,email,address_1,address_2,zipcode,district_id
C00000182,Female,"Friday, 13 July 1979",627-37-4974,Cora,Kylie,Sanders,914-347-0917,cora.sanders@gmail.com,377 Valley View St.,,10706,76
C00000183,Female,"Thursday, 19 March 1998",356-54-2774,Julia,Autumn,Ross,212-132-0634,julia.ross@hotmail.com,23 East Bay St.,,10019,1
C00000184,Male,"Friday, 5 June 1992",722-89-3528,Mateo,Mickey,Simmons,212-541-1863,mateo.simmons@gmail.com,53 Briarwood Street,,10104,1
C00000185,Male,"Thursday, 30 May 1974",531-77-1646,Jason,Montgomery,Patterson,315-069-7061,jason.patterson@gmail.com,9880 State Drive,,13202,77
C00000186,Female,"Sunday, 22 February 1981",317-73-0898,Madeline,Piper,Morales,918-500-4113,madeline.morales@gmail.com,18 Gulf Ave.,,44781,46
C00000187,Male,"Thursday, 23 August 1962",383-25-6517,Ayden,Ransom,Jordan,508-355-1545,ayden.jordan@outlook.com,41 Hill Field Lane,,2301,58
C00000188,Male,"Tuesday, 2 September 1980",501-87-8997,Zachary,Shaurya,Reynolds,362-678-0939,zachary.reynolds@gmail.com,7708 Honey Creek St.,,41298,64
C00000189,Male,"Thursday, 10 August 1939",733-55-9599,Carson,Trevon,Hamilton,839-321-5466,carson.hamilton@gmail.com,107 New Saddle Lane,,43717,11
C00000190,Female,"Tuesday, 31 October 1967",636-29-4552,Faith,Maya,Powell,327-565-9871,faith.powell@gmail.com,223 Newcastle Drive,,46951,37
C00000191,Male,"Tuesday, 3 September 1974",480-58-7585,Xavier,Vernon,Graham,765-570-0787,xavier.graham@gmail.com,961 Westminster Dr.,,46616,37
C00000192,Male,"Thursday, 28 February 1991",367-86-3819,Leo,Wilmer,Kim,280-053-4123,leo.kim@gmail.com,7922 Lookout Street,,41454,70
C00000193,Male,"Saturday, 1 May 1982",120-56-5097,Ezra,Zakai,Gonzales,212-479-1897,ezra.gonzales@outlook.com,728 Oxford Drive,,10008,1
C00000194,Female,"Wednesday, 20 December 1944",487-42-6285,Annabelle,Nevaeh,Sullivan,888-470-8725,annabelle.sullivan@gmail.com,7360 Strawberry Ave.,,45971,28
C00000195,Male,"Saturday, 18 November 1939",275-17-4480,Bentley,Gareth,Alexander,955-434-4507,bentley.alexander@gmail.com,7976 Indian Spring Lane,,45564,74
C00000196,Female,"Wednesday, 25 June 1947",498-81-0478,Alyssa,Serenity,Russell,576-725-9278,alyssa.russell@gmail.com,895 Pierce Dr.,,43011,74
C00000197,Male,"Saturday, 25 April 1953",478-34-3237,Sawyer,Henri,Ramos,319-313-6181,sawyer.ramos@gmail.com,2 Iroquois St.,,48221,30
C00000198,Male,"Sunday, 14 July 1996",793-44-0942,Kayden,Ilan,Wallace,781-370-0647,kayden.wallace@gmail.com,6 Hudson Rd.,,1903,60
C00000199,Male,"Monday, 21 June 1943",508-16-5093,Blake,Kace,Griffin,824-777-7537,blake.kace.griffin@gmail.com,545 Washington St.,,49116,29
C00000200,Female,"Tuesday, 13 January 1948",384-30-0085,Isabelle,Peyton,Ortiz,295-656-8047,isabelle.ortiz@gmail.com,6 Longbranch St.,,44967,29
C00000201,Female,"Saturday, 19 August 1950",827-43-9438,Vivian,Mackenzie,Jenkins,384-877-3046,vivian.jenkins@hotmail.com,96 S. Poplar Drive,,40135,17
C00000202,Female,"Thursday, 21 November 1996",835-02-9604,Gianna,Bella,Gutierrez,428-424-6869,gianna.gutierrez@gmail.com,2 Sugar Road,,46620,29
C00000203,Male,"Thursday, 10 June 1982",751-52-1968,Nathaniel,Kasey,West,754-863-9022,nathaniel.west@gmail.com,671 Bishop Avenue,,42236,31
C00000204,Female,"Wednesday, 17 June 1987",600-21-6621,Quinn,Eva,Perry,695-797-7653,quinn.perry@gmail.com,5 Harvey Dr.,,41625,31
C00000205,Female,"Friday, 15 June 1962",111-06-9579,Clara,Taylor,Butler,289-962-7503,clara.butler@outlook.com,9218 Cherry Hill Dr.,,40806,4
C00000206,Female,"Wednesday, 13 April 1983",180-33-7692,Reagan,Naomi,Barnes,617-068-2284,reagan.barnes@gmail.com,7585 Rockland Avenue,,2169,59
C00000207,Male,"Tuesday, 20 May 1952",140-14-0851,Ryder,Kelly,Cole,570-042-0977,ryder.cole@gmail.com,7962 Glenridge Dr.,,46247,46
C00000208,Female,"Saturday, 25 June 1960",748-20-4758,Khloe,Aubree,Fisher,418-031-5599,khloe.fisher@gmail.com,314 Manchester Ave.,,45915,13
C00000209,Male,"Saturday, 20 August 1955",624-06-1580,Theodore,Klayton,Hayes,431-846-0245,theodore.hayes@gmail.com,8098 Bohemia Rd.,,41431,13
C00000210,Male,"Monday, 30 November 1959",424-91-4398,Elias,Maximillian,Chavez,551-696-8238,elias.chavez@gmail.com,8501 Greenview Drive,,43197,66
C00000211,Female,"Monday, 28 June 1965",985-32-0227,Alexandra,Aurora,Henderson,907-484-6912,alexandra.henderson@outlook.com,10 Kent Street,,45687,66
C00000212,Male,"Friday, 10 February 1995",912-92-5566,Tristan,Myron,Gibson,195-225-2296,tristan.gibson@gmail.com,24 East Shadow Brook St.,Unit 1A,48051,52
C00000215,Male,"Thursday, 24 September 1987",760-72-7249,Roman,Terence,Bryant,617-618-0272,roman.bryant@gmail.com,8551 Oak Valley Court,,2145,71
C00000216,Male,"Wednesday, 30 January 1980",224-98-3679,Leonardo,Zaidyn,Ellis,212-108-0152,leonardo.ellis@gmail.com,958 Summerhouse Street,,10041,1
C00000217,Female,"Thursday, 22 December 1994",199-53-8149,Hadley,Melanie,Coleman,617-713-4706,hadley.coleman@gmail.com,99 North Birch Hill St.,,2170,59
C00000218,Female,"Sunday, 23 January 2000",274-99-0576,Eliana,Lydia,Simmons,212-844-7393,eliana.simmons@gmail.com,107 Sherwood Drive,,10104,1
C00000219,Female,"Monday, 2 April 1984",793-15-4610,Sophie,Brianna,Patterson,781-525-8683,sophie.brianna.patterson@gmail.com,8832 Big Rock Cove Dr.,,1904,60
C00000221,Female,"Tuesday, 25 February 1997",321-74-0124,London,Ruby,Jordan,294-689-4641,london.jordan@gmail.com,7687 North Brookside Avenue,,47272,21
C00000222,Female,"Monday, 29 June 1992",308-83-3922,Elena,Katherine,Reynolds,788-660-3215,elena.reynolds@hotmail.com,9464 William St.,,48090,47
C00000223,Female,"Sunday, 27 February 1972",477-11-8962,Kimberly,Ashley,Hamilton,764-233-4225,kimberly.hamilton@gmail.com,997 St Margarets Rd.,,40306,43
C00000224,Male,"Sunday, 11 May 1975",905-29-2853,Camden,Alexavier,Stevens,315-517-3965,camden.stevens@gmail.com,79 E. Cross St.,,13203,77
C00000225,Male,"Thursday, 10 May 1956",311-36-5685,Brody,Ambrose,Murray,839-290-0793,brody.murray@gmail.com,61 Elizabeth St.,,40105,32
C00000226,Male,"Saturday, 16 June 1962",783-00-3512,Luis,Amias,Ford,212-066-3422,luis.ford@outlook.com,740 Valley Ave.,,10168,1
C00000227,Female,"Wednesday, 18 December 1946",762-42-9620,Bailey,Alexis,Graham,336-342-4327,bailey.graham@gmail.com,8101 Edgemont Ave.,,47159,52
C00000228,Female,"Tuesday, 16 March 1976",724-68-4729,Maria,Alice,Kim,508-302-4173,maria.kim@gmail.com,7475 Washington Dr.,,1601,48
C00000229,Male,"Saturday, 22 July 1989",916-57-2539,Miles,Anas,Marshall,914-267-5754,miles.marshall@gmail.com,8854 NE. Penn St.,,10707,76
C00000230,Female,"Tuesday, 10 March 1987",494-28-1512,Luna,Cora,Gonzales,742-521-6245,luna.gonzales@gmail.com,39 Brook St.,,48058,74
C00000231,Male,"Saturday, 18 February 1961",679-18-9000,Micah,Aryeh,Owens,231-569-3654,micah.owens@gmail.com,50 Myers Ave.,Unit 8,49113,41
C00000232,Female,"Tuesday, 17 June 1941",912-72-8534,Willow,Julia,Alexander,978-864-4093,willow.alexander@outlook.com,7068 Temple Avenue,,1853,55
C00000233,Female,"Sunday, 3 December 1978",815-35-6661,Jasmine,Madeline,Ramos,978-890-6513,jasmine.ramos@gmail.com,69 N. Hickory Drive,,1840,69
C00000234,Male,"Saturday, 21 June 1975",554-77-3548,Vincent,Brigham,Mcdonald,978-955-4330,vincent.mcdonald@gmail.com,7889 Blue Spring St.,,1841,69
C00000235,Female,"Wednesday, 28 August 1963",655-00-2608,Kinsley,Faith,Wallace,737-683-9168,kinsley.wallace@gmail.com,55 Birchpond St.,,40340,44
C00000236,Male,"Tuesday, 1 September 1981",867-17-5339,Justin,Fred,Harrison,476-086-6032,justin.harrison@gmail.com,709 Talbot St.,,48149,70
C00000237,Female,"Wednesday, 22 February 1989",733-21-0370,Valentina,Annabelle,Griffin,696-220-2526,valentina.griffin@gmail.com,92 Creekside Ave.,,48459,70
C00000238,Female,"Saturday, 28 November 1981",598-02-1572,Kayla,Alyssa,West,996-793-3115,kayla.alyssa.west@gmail.com,69 Lafayette Drive,,46512,6
C00000239,Female,"Saturday, 10 September 1994",685-00-3355,Delilah,Isabelle,Cole,212-712-8706,delilah.cole@gmail.com,9610 Leeton Ridge St.,,10129,1
C00000240,Female,"Friday, 17 June 1949",420-20-8920,Andrea,Vivian,Hayes,642-190-5684,andrea.hayes@hotmail.com,66 Union Drive,Unit 79,47584,34
C00000241,Male,"Tuesday, 23 January 1979",259-61-5228,Greyson,Irving,Ruiz,674-103-6839,greyson.ruiz@gmail.com,8513 Young Street,,47964,70
C00000242,Female,"Saturday, 1 August 1981",946-45-2039,Natalia,Gianna,Chavez,446-959-1855,natalia.chavez@gmail.com,76 John Lane,,41606,17
C00000243,Male,"Sunday, 10 February 1974",928-04-9339,Declan,Jakobi,Kennedy,842-418-5837,declan.kennedy@gmail.com,60 El Dorado Lane,,48169,63
C00000246,Female,"Friday, 28 December 1990",253-99-9115,Lauren,Quinn,Gibson,614-478-5366,lauren.gibson@outlook.com,7742 Baker Lane,,47651,67
C00000247,Male,"Sunday, 8 May 1977",756-60-4622,Maxwell,Jaquan,Wells,212-551-3434,maxwell.wells@gmail.com,9701 Crescent Drive,,10279,1
C00000248,Female,"Tuesday, 12 December 1989",431-91-5752,Morgan,Clara,Bryant,508-169-5142,morgan.bryant@gmail.com,7194 Ridgeview Drive,,2720,61
C00000249,Male,"Saturday, 5 May 1990",763-38-4039,Juan,Kyng,Alvarez,508-336-8801,juan.alvarez@gmail.com,955 6th Street,,2721,61
C00000250,Female,"Thursday, 25 November 1999",144-88-6104,Rylee,Reagan,Ellis,389-233-5270,rylee.ellis@gmail.com,61 N. Brickyard St.,,44241,8
C00000251,Female,"Sunday, 3 March 1996",973-42-7192,Sydney,Khloe,Stevens,859-373-2628,sydney.stevens@gmail.com,223 Devonshire Lane,,47190,54
C00000252,Female,"Friday, 1 September 1989",941-66-8699,Adalynn,Alexandra,Murray,174-123-7601,adalynn.murray@outlook.com,9732 West Dr.,,42914,37
C00000253,Female,"Friday, 12 May 1967",194-28-4330,Mary,Hadley,Ford,508-683-6142,mary.ford@gmail.com,9 Depot St.,,1602,48
C00000254,Male,"Monday, 30 May 1983",660-83-5270,Cole,Kyzer,Woods,918-677-6649,cole.woods@gmail.com,11 Fremont St.,,42744,28
C00000255,Female,"Monday, 11 October 1971",245-67-4925,Ximena,Eliana,Marshall,427-242-4285,ximena.marshall@gmail.com,7706 South Grove Court,,41596,27
C00000256,Female,"Sunday, 27 February 1983",737-46-8186,Jade,Sophie,Owens,882-664-3160,jade.owens@gmail.com,825 Oakwood St.,,46627,73
C00000257,Female,"Sunday, 4 November 1962",698-95-8435,Liliana,London,Mcdonald,242-585-6103,liliana.mcdonald@gmail.com,7378 Sunset Road,,45514,22
C00000258,Male,"Friday, 31 May 1957",788-97-5972,Damian,Lester,Mendoza,679-001-2022,damian.lester.mendoza@gmail.com,8454 Pearl St.,,48576,22
C00000259,Male,"Sunday, 8 June 1986",341-65-8521,Carlos,Marko,Castillo,597-667-2147,carlos.castillo@gmail.com,451 Deerfield Dr.,,47192,31
C00000260,Female,"Wednesday, 24 February 1982",922-36-0986,Brielle,Elena,Harrison,637-172-2074,brielle.harrison@hotmail.com,36 W. Wentworth Drive,,45891,31
C00000261,Female,"Saturday, 7 December 1957",518-61-1915,Ivy,Kimberly,Ruiz,631-216-0148,ivy.ruiz@gmail.com,26 Jones Drive,,40468,38
C00000262,Male,"Thursday, 25 November 1965",460-67-7887,Max,Mauro,Olson,315-907-1267,max.olson@gmail.com,77 Amherst St.,,13204,77
C00000263,Male,"Thursday, 20 May 1982",154-17-6446,Harrison,Niklaus,Webb,592-749-2321,harrison.webb@gmail.com,80 Sugar Ave.,,40697,68
C00000264,Male,"Saturday, 22 August 1998",489-84-0489,Weston,Osiris,Washington,522-552-4466,weston.washington@outlook.com,7992 Gonzales Lane,,43459,28
C00000265,Female,"Wednesday, 7 January 1953",253-76-9723,Trinity,Bailey,Kennedy,197-996-9564,trinity.kennedy@gmail.com,7236 East Richardson Lane,,48562,72
C00000266,Female,"Friday, 28 August 1987",465-94-8869,Josephine,Maria,Wells,724-610-1022,josephine.wells@gmail.com,9290 North Amherst Avenue,,42894,19
C00000267,Male,"Friday, 12 June 1987",924-23-0125,Brantley,Steele,Tucker,673-163-0203,brantley.tucker@gmail.com,19 Old Rockland Road,,43782,37
C00000268,Female,"Thursday, 2 May 2002",980-36-3058,Adalyn,Luna,Alvarez,707-796-6541,adalyn.alvarez@gmail.com,9800 E. George Ave.,,43442,39
C00000269,Female,"Friday, 3 December 1943",129-46-7311,Jocelyn,Willow,Woods,738-714-3622,jocelyn.woods@gmail.com,55 Sunset Street,,44525,15
C00000270,Male,"Wednesday, 8 March 1967",187-36-7942,Braxton,Braulio,Freeman,870-443-7677,braxton.freeman@outlook.com,76 N. Saxton Ave.,,46234,46
C00000271,Female,"Tuesday, 27 July 1965",591-41-5665,Emery,Jasmine,Mendoza,994-963-0629,emery.mendoza@gmail.com,8116 Studebaker Street,,44970,46
C00000272,Female,"Sunday, 25 October 1964",771-42-1816,Adeline,Kinsley,Castillo,734-957-9372,adeline.castillo@gmail.com,799 N. Rosewood St.,,46115,70
C00000273,Female,"Friday, 15 May 1992",386-19-2574,Jordyn,Valentina,Olson,247-742-4550,jordyn.olson@gmail.com,42 S. Littleton Lane,,49695,27
C00000274,Female,"Sunday, 25 November 1990",199-07-9303,Ariel,Kayla,Webb,328-503-7164,ariel.webb@gmail.com,8918 SW. Dunbar Street,,44562,17
C00000275,Female,"Saturday, 12 November 1938",839-50-0559,Everly,Delilah,Washington,212-213-2055,everly.washington@gmail.com,8942 Belmont Lane,,10023,1
C00000276,Male,"Saturday, 11 June 1977",274-21-3831,Axel,Efren,Burns,212-479-2750,axel.efren.burns@gmail.com,679 Lakewood Rd.,,10167,1
C00000277,Female,"Saturday, 28 November 1981",154-20-9922,Lilly,Andrea,Tucker,212-859-0987,lilly.tucker@gmail.com,7127 Selby St.,,10095,1
C00000278,Female,"Sunday, 27 December 1992",485-70-5521,Paige,Natalia,Freeman,659-001-4298,paige.freeman@hotmail.com,229 San Pablo Street,Unit 5,49793,22
C00000279,Male,"Wednesday, 16 May 1990",777-95-9636,Diego,Eithan,Henry,673-097-6921,diego.henry@gmail.com,2 Bowman Lane,,47351,22
C00000280,Female,"Monday, 18 December 1989",230-67-3604,Isla,Lauren,Burns,143-512-9937,isla.burns@gmail.com,8487 North Cemetery St.,,46771,45
C00000282,Female,"Monday, 24 February 1958",356-05-3039,Lyla,Morgan,Henry,532-274-1237,lyla.henry@gmail.com,171 Roehampton St.,,46032,73
C00000283,Male,"Wednesday, 4 November 1953",321-99-2550,Abel,Evander,Vasquez,421-487-4481,abel.vasquez@outlook.com,9510 East Smith Drive,,49784,73
C00000284,Male,"Saturday, 6 August 1994",857-83-9121,Wesley,Gianluca,Snyder,311-381-7297,wesley.snyder@gmail.com,8671 Applegate Ave.,,43641,10
C00000285,Male,"Monday, 3 June 1974",506-12-8404,Santiago,Khaled,Simpson,762-058-5335,santiago.simpson@gmail.com,32 Sherwood St.,,42083,72
C00000286,Female,"Tuesday, 18 April 1972",305-42-5307,Makayla,Rylee,Vasquez,764-948-4169,makayla.vasquez@gmail.com,200 Birchpond St.,,46280,72
C00000287,Male,"Saturday, 9 September 2000",721-43-8182,Jesus,Luther,Crawford,716-179-4777,jesus.crawford@gmail.com,33 53rd St.,,14267,50
C00000288,Male,"Wednesday, 21 April 1982",986-25-8079,Silas,Osman,Jimenez,134-599-2022,silas.jimenez@gmail.com,579 Holly Ave.,,44288,6
C00000289,Male,"Monday, 27 March 1978",822-91-8084,Giovanni,Ash,Porter,313-211-5754,giovanni.porter@outlook.com,34 Country Dr.,,49254,54
C00000290,Male,"Friday, 12 January 1979",370-88-3443,Bryce,Beaux,Mason,602-063-8838,bryce.mason@gmail.com,8708 East Whitemarsh St.,,40324,72
C00000291,Female,"Sunday, 27 April 1975",827-90-2474,Molly,Sydney,Snyder,332-131-6800,molly.snyder@gmail.com,9423 Indian Summer Drive,,46940,72
C00000292,Female,"Wednesday, 6 September 1978",444-99-4495,Emilia,Adalynn,Simpson,561-912-3585,emilia.simpson@gmail.com,8094 Williams Ave.,,49632,15
C00000293,Male,"Friday, 27 September 1963",191-79-2838,Jayce,Bjorn,Shaw,978-520-8111,jayce.shaw@gmail.com,81 Linden St.,,1842,69
C00000294,Male,"Monday, 21 March 1988",591-57-1099,Bryson,Chester,Gordon,508-667-3149,bryson.gordon@gmail.com,213 N. Liberty Lane,Apt. 1B,2302,58
C00000295,Male,"Friday, 27 March 1959",258-57-2037,Alex,Denim,Wagner,567-122-8082,alex.denim.wagner@gmail.com,233 Sunset Rd.,,41755,12
C00000296,Male,"Tuesday, 1 March 1994",759-35-8983,Everett,Ender,Hunter,617-595-3809,everett.hunter@gmail.com,22 Grove Dr.,,2459,65
C00000297,Female,"Wednesday, 15 March 1944",204-72-6405,Mya,Mary,Crawford,617-879-7525,mya.crawford@hotmail.com,88 Windsor St.,,2460,65
C00000298,Male,"Friday, 13 June 1941",531-76-7670,George,Jaidyn,Romero,617-222-8348,george.romero@gmail.com,547 Church Drive,,2461,65
C00000300,Female,"Saturday, 30 July 1977",524-31-1409,Kendall,Ximena,Jimenez,212-892-4981,kendall.jimenez@gmail.com,250 Cactus St.,,10031,1
C00000301,Male,"Wednesday, 10 January 1962",805-81-3602,Eric,Jaleel,Hicks,962-197-6691,eric.hicks@gmail.com,46 Nut Swamp St.,,40466,28
C00000302,Male,"Saturday, 23 February 1991",218-97-8567,Ivan,Jariel,Dixon,617-820-3734,ivan.dixon4@outlook.com,835 Washington Road,,2138,56
C00000303,Male,"Friday, 6 May 1966",153-52-2341,Emmett,Jayvon,Hunt,681-981-1762,emmett.hunt4@gmail.com,9460 Marconi Lane,,46304,74
C00000304,Female,"Thursday, 11 March 1954",262-89-2842,Melody,Jade,Porter,101-281-4226,melody.porter229@gmail.com,42 W. Indian Spring St.,,46716,19
C00000305,Male,"Sunday, 8 June 1958",341-87-2883,Kaiden,Jordon,Palmer,948-418-8278,kaiden.palmer115@gmail.com,168 Bowman Road,,41405,46
C00000308,Female,"Wednesday, 12 June 1996",590-95-1999,Isabel,Liliana,Mason,547-229-6091,isabel.mason@outlook.com,9276 Snake Hill St.,,40710,68
C00000309,Female,"Thursday, 14 December 1989",323-87-5746,Brooke,Brielle,Shaw,189-545-5559,brooke.shaw@gmail.com,3 Sycamore St.,,49232,37
C00000310,Male,"Thursday, 16 April 1970",451-61-9239,Ashton,Jovanny,Robertson,726-281-9507,ashton.robertson@outlook.com,156 Snake Hill St.,,49429,11
C00000311,Female,"Saturday, 16 September 1950",364-17-2423,Mckenzie,Ivy,Gordon,886-301-9690,mckenzie.gordon@gmail.com,84 4th Street,,47212,64
C00000312,Male,"Monday, 3 July 1944",777-53-2046,Kingston,Korey,Black,793-418-9870,kingston.black48@hotmail.com,8452 S. Brewery St.,,40078,2
C00000313,Female,"Friday, 11 May 1962",534-42-1348,Nicole,Trinity,Wagner,955-233-2808,nicole.wagner@gmail.com,191 Wall Lane,,47149,24
C00000314,Male,"Monday, 22 March 1965",270-59-4690,Jonah,Mahdi,Holmes,183-315-3173,jonah.holmes@gmail.com,863 Hillcrest Street,,46275,24
C00000315,Male,"Friday, 1 May 1987",447-57-4204,Jameson,Roan,Stone,459-166-8591,jameson.stone@outlook.com,660 Bohemia Rd.,,48526,54
C00000316,Male,"Monday, 28 April 1975",700-43-9565,Kai,Ryatt,Meyer,585-383-5679,kai.ryatt.meyer3@gmail.com,9419 Vernon Ave.,,14603,75
C00000317,Female,"Thursday, 6 October 1977",134-69-7975,Payton,Josephine,Hunter,759-824-1019,payton.hunter@gmail.com,239 N. Helen St.,,49469,64
C00000318,Female,"Tuesday, 2 April 1963",942-92-9375,Margaret,Adalyn,Romero,379-721-8570,margaret.romero3@hotmail.com,94 Edgewater St.,,41921,15
C00000319,Female,"Monday, 4 April 1949",785-98-0220,Mariah,Jocelyn,Hicks,401-537-2432,mariah.hicks@outlook.com,9576 Wakehurst Drive,,41353,19
C00000320,Male,"Friday, 12 November 1954",402-49-0820,Maddox,Theron,Boyd,668-565-1868,maddox.boyd@yahoo.com,3 New Dr.,,47036,19
C00000321,Female,"Thursday, 24 October 1963",204-10-7583,Eden,Emery,Dixon,963-603-8210,eden.dixon@gmail.com,1 Manchester Ave.,,49755,47
C00000322,Male,"Sunday, 1 February 1953",481-30-3468,Timothy,Zamari,Mills,103-492-9893,timothy.mills@gmail.com,80 Grant Road,,48482,38
C00000323,Female,"Friday, 4 April 1958",882-97-7602,Athena,Adeline,Hunt,842-062-5013,athena.hunt@outlook.com,661 Orchard Rd.,,44587,38
C00000324,Male,"Wednesday, 3 December 1980",349-48-5236,Ezekiel,Abdulaziz,Warren,279-443-7776,ezekiel.warren@gmail.com,279 Redwood St.,,41348,3
C00000325,Male,"Thursday, 21 February 1980",533-51-4112,Ryker,Azaiah,Fox,697-821-2985,ryker.fox@outlook.com,87 Stonybrook St.,Unit 75,48658,3
C00000326,Female,"Friday, 18 September 1987",563-12-8675,Amy,Jordyn,Palmer,661-373-6773,amy.palmer@gmail.com,9470 East Cardinal Dr.,,49529,27
C00000327,Male,"Thursday, 13 October 1988",712-00-2572,Emmanuel,Bryden,Rose,645-393-5711,emmanuel.rose@hotmail.com,9416 Oak Valley St.,,43739,27
C00000328,Female,"Monday, 24 January 1938",110-23-0605,Norah,Ariel,Robertson,212-576-9083,norah.robertson4@gmail.com,759 Young Ave.,,10281,1
C00000329,Male,"Monday, 3 December 1984",771-97-4514,Hayden,Gentry,Rice,451-935-8233,hayden.rice5@gmail.com,6 North Bald Hill Ave.,,42658,11
C00000330,Female,"Wednesday, 5 August 1964",697-66-9048,Londyn,Everly,Black,617-036-7428,londyn.black@outlook.com,9751 Marsh Dr.,,2462,65
C00000331,Male,"Friday, 2 March 1962",802-62-8530,Antonio,Jaysen,Moreno,212-751-9624,antonio.jaysen.moreno6@gmail.com,7745 Roosevelt Court,,10170,1
C00000332,Male,"Saturday, 25 July 1998",583-92-1923,Bennett,Kaisen,Schmidt,407-343-2336,bennett.schmidt@gmail.com,8101 Goldfield St.,,42051,29
C00000333,Male,"Saturday, 19 October 1991",232-70-9767,Steven,Ryden,Patel,242-207-1690,steven.patel7@hotmail.com,863 Glenwood St.,,46821,38
C00000334,Male,"Tuesday, 31 October 1989",121-67-6461,Richard,Zachery,Ferguson,603-250-9108,richard.ferguson7@outlook.com,3 Charles St.,,47801,32
C00000335,Female,"Wednesday, 22 July 1987",112-95-2348,Valeria,Lilly,Holmes,939-272-5637,valeria.holmes8@yahoo.com,8121 Tanglewood Dr.,,47186,73
C00000336,Female,"Saturday, 11 February 1984",946-48-5014,Sara,Paige,Stone,236-061-6362,sara.stone@gmail.com,83 E. Academy Road,,42433,39
C00000337,Male,"Sunday, 8 May 1977",895-09-7881,Jude,Aurelio,Nichols,127-482-9706,jude.nichols9@gmail.com,953 Van Dyke Street,,49169,39
C00000338,Female,"Saturday, 19 June 1971",953-86-5433,Aliyah,Isla,Meyer,568-123-5924,aliyah.meyer@outlook.com,83 Griffin Street,,41620,8
C00000339,Male,"Wednesday, 30 July 1986",632-37-4423,Luca,Dontae,Herrera,212-122-0806,luca.herrera@gmail.com,79 Ocean St.,,10003,1
C00000340,Female,"Sunday, 19 August 1990",108-53-6214,Angelina,Lyla,Boyd,212-728-8894,angelina.boyd@outlook.com,390 Deerfield St.,,10113,1
C00000341,Male,"Sunday, 16 March 1997",539-61-3114,Edward,Ezrah,Medina,978-588-1387,edward.medina@gmail.com,620 Albany St.,,1843,69
C00000342,Female,"Tuesday, 30 June 1992",170-92-1581,Gracie,Makayla,Mills,978-413-0205,gracie.mills43@hotmail.com,8534 Lyme Rd.,,1840,69
C00000343,Male,"Sunday, 19 November 1939",720-49-1951,Joel,Fidel,Ryan,501-858-1568,joel.ryan3@gmail.com,498 W. Madison Avenue,,48427,44
C00000344,Female,"Saturday, 16 July 1983",543-51-1814,Rose,Molly,Warren,722-196-3699,rose.warren2@gmail.com,879 East Blue Spring Dr.,,46615,54
C00000345,Male,"Friday, 7 December 1973",662-53-9424,Victor,Heriberto,Fernandez,114-621-9126,victor.fernandez2@outlook.com,312 Belmont St.,,49704,17
C00000346,Female,"Sunday, 2 November 1980",237-26-5977,Rachel,Emilia,Fox,342-397-4850,rachel.emilia.fox@gmail.com,6 Railroad Road,,42989,17
C00000347,Male,"Thursday, 13 December 1979",646-24-0103,Miguel,Hyrum,Weaver,617-497-6254,miguel.weaver@gmail.com,44 Tailwater Rd.,,2143,71
C00000348,Female,"Wednesday, 24 January 1973",863-71-7545,Juliana,Mya,Rose,617-023-8041,juliana.rose4@hotmail.com,433 Lower River Street,,2144,71
C00000349,Female,"Tuesday, 27 May 1947",354-42-4449,Laila,Kendall,Rice,533-287-0517,laila.rice5@outlook.com,276 Prospect Street,,48059,39
C00000350,Female,"Monday, 2 April 1945",928-21-0594,Brooklynn,Melody,Moreno,503-127-5614,brooklynn.moreno67@yahoo.com,9483 S. Lake View Rd.,,40153,25
C00000351,Male,"Saturday, 1 May 1993",520-84-8773,Malachi,Shea,Daniels,212-584-4453,malachi.daniels@gmail.com,354 Redwood Lane,,10113,1
C00000352,Male,"Saturday, 27 August 1960",778-50-0342,King,Yazan,Stephens,617-286-2678,king.stephens@gmail.com,7 Fieldstone Lane,,2139,56
C00000353,Male,"Saturday, 26 October 1985",443-29-3600,Patrick,Zyler,Gardner,676-023-8105,patrick.gardner@outlook.com,946 Garfield Road,,47184,7
C00000354,Female,"Monday, 27 April 1942",843-86-3371,Valerie,Isabel,Schmidt,571-699-4951,valerie.schmidt@gmail.com,7868 Center Ave.,,46886,49
C00000355,Male,"Wednesday, 31 May 1950",272-02-6972,Kaleb,Arnold,Payne,981-878-8413,kaleb.payne@outlook.com,7092 Glen Eagles Street,,38669,49
C00000356,Female,"Tuesday, 7 December 1999",182-04-4510,Alina,Brooke,Patel,212-516-6720,alina.patel@gmail.com,164 Clinton Street,,10006,1
C00000357,Male,"Tuesday, 30 March 1999",391-05-0027,Bryan,Kacen,Kelley,212-262-1523,bryan.kelley@hotmail.com,796 South Oak Rd.,,10172,1
C00000358,Female,"Tuesday, 26 June 1979",996-12-6019,Reese,Mckenzie,Ferguson,639-291-0584,reese.ferguson@gmail.com,182 Myrtle Ave.,,41512,7
C00000359,Male,"Friday, 16 February 1990",912-90-2970,Alan,Micaiah,Dunn,431-433-6867,alan.dunn@gmail.com,64 Nicolls Ave.,,49265,66
C00000360,Male,"Saturday, 27 April 1963",671-50-2053,Marcus,Neel,Pierce,665-235-5225,marcus.pierce4@outlook.com,9 SE. Market Court,,38978,49
C00000361,Female,"Sunday, 25 May 1997",732-07-8707,Elise,Nicole,Nichols,827-598-1940,elise.nicole.nichols5@gmail.com,9 Brewery St.,,48249,74
